layer,research_code,parent_research_code,name_ar,name_fr,latitude,longitude,source_locator,existing_entity_id
governorate,11,,تونس,Tunis,36.832653,10.241235,ADM2 row / research governorate code 11,ENT-TN-GOVERNORATE-DB8D5C457676
governorate,12,,اريانة,Ariana,36.899487,10.138065,ADM2 row / research governorate code 12,ENT-TN-GOVERNORATE-78D6D85AF6A0
governorate,13,,بن عروس,Ben Arous,36.69982,10.254932,ADM2 row / research governorate code 13,ENT-TN-GOVERNORATE-D5ED89886664
governorate,14,,منوبة,Mannouba,36.784791,9.95672,ADM2 row / research governorate code 14,ENT-TN-GOVERNORATE-CC06DF550344
governorate,15,,نابل,Nabeul,36.680575,10.740648,ADM2 row / research governorate code 15,ENT-TN-GOVERNORATE-EA30E853F598
governorate,16,,زغوان,Zaghouan,36.33634,10.032114,ADM2 row / research governorate code 16,ENT-TN-GOVERNORATE-81845FB6BE40
governorate,17,,بنزرت,Bizerte,37.13699,9.805756,ADM2 row / research governorate code 17,ENT-TN-GOVERNORATE-B1787F907937
governorate,21,,باجة,Beja,36.682836,9.277187,ADM2 row / research governorate code 21,ENT-TN-GOVERNORATE-EA2D44B4F25E
governorate,22,,جندوبة,Jendouba,36.648316,8.698013,ADM2 row / research governorate code 22,ENT-TN-GOVERNORATE-7A4D0C3A889C
governorate,23,,الكاف,Kef,36.034355,8.709834,ADM2 row / research governorate code 23,ENT-TN-GOVERNORATE-0D738EAC753C
governorate,24,,سليانة,Siliana,36.040285,9.329112,ADM2 row / research governorate code 24,ENT-TN-GOVERNORATE-A460B4F223EB
governorate,31,,سوسة,Sousse,35.894163,10.480603,ADM2 row / research governorate code 31,ENT-TN-GOVERNORATE-07DB5E6D265C
governorate,32,,المنستير,Monastir,35.619914,10.801408,ADM2 row / research governorate code 32,ENT-TN-GOVERNORATE-5BC9A7217C8C
governorate,33,,المهدية,Mahdia,35.351605,10.751349,ADM2 row / research governorate code 33,ENT-TN-GOVERNORATE-E7D96FEF5043
governorate,34,,صفاقس,Sfax,34.807444,10.609379,ADM2 row / research governorate code 34,ENT-TN-GOVERNORATE-97D2B1489F90
governorate,41,,القيروان,Kairouan,35.552088,9.863077,ADM2 row / research governorate code 41,ENT-TN-GOVERNORATE-D28A09D558AD
governorate,42,,القصرين,Kasserine,35.256676,8.815693,ADM2 row / research governorate code 42,ENT-TN-GOVERNORATE-36E4260B310C
governorate,43,,سيدي بوزيد,Sidi Bouzid,34.932564,9.493733,ADM2 row / research governorate code 43,ENT-TN-GOVERNORATE-47F772AA4A84
governorate,51,,قابس,Gabes,33.797906,9.978276,ADM2 row / research governorate code 51,ENT-TN-GOVERNORATE-DF747014232C
governorate,52,,مدنين,Medenine,33.4927,10.763731,ADM2 row / research governorate code 52,ENT-TN-GOVERNORATE-902616FE3988
governorate,53,,تطاوين,Tataouine,32.595468,10.394314,ADM2 row / research governorate code 53,ENT-TN-GOVERNORATE-DAC2A2592975
governorate,61,,قفصة,Gafsa,34.431567,8.769905,ADM2 row / research governorate code 61,ENT-TN-GOVERNORATE-467CAA2B1928
governorate,62,,توزر,Tozeur,33.970385,8.023509,ADM2 row / research governorate code 62,ENT-TN-GOVERNORATE-D7972CC63F7E
governorate,63,,قبلي,Kebeli,33.544451,8.867688,ADM2 row / research governorate code 63,ENT-TN-GOVERNORATE-1864AE41D5B4
delegation,1151,11,قرطاج,Carthage,36.860024,10.329451,ADM3 row / dated 264-delegation research code 1151,ENT-TN-DELEGATION-CEF958458571
delegation,1152,11,تونس المدينة,La Medina,36.798117,10.169436,ADM3 row / dated 264-delegation research code 1152,ENT-TN-DELEGATION-CC12560912DD
delegation,1153,11,باب بحر,Bab El Bhar,36.798999,10.195694,ADM3 row / dated 264-delegation research code 1153,ENT-TN-DELEGATION-FE7ADA16AB50
delegation,1154,11,باب سويقة,Bab Souika,36.806278,10.162247,ADM3 row / dated 264-delegation research code 1154,ENT-TN-DELEGATION-22BE73F7EFB2
delegation,1155,11,العمران,El Omrane,36.820083,10.156771,ADM3 row / dated 264-delegation research code 1155,ENT-TN-DELEGATION-6027493801C5
delegation,1156,11,العمران الاعلي,El Omrane Supérieur,36.835248,10.130097,ADM3 row / dated 264-delegation research code 1156,ENT-TN-DELEGATION-F68992D7EA16
delegation,1157,11,التحرير,Ettahrir,36.825929,10.126654,ADM3 row / dated 264-delegation research code 1157,ENT-TN-DELEGATION-5C87693EF7C1
delegation,1158,11,المنزه,El Menzah,36.838062,10.157399,ADM3 row / dated 264-delegation research code 1158,ENT-TN-DELEGATION-B426671C7506
delegation,1159,11,حي الخضراء,Cité El Khadhra,36.830509,10.222489,ADM3 row / dated 264-delegation research code 1159,ENT-TN-DELEGATION-0B11B353C556
delegation,1160,11,باردو,Le Bardo,36.810565,10.130842,ADM3 row / dated 264-delegation research code 1160,ENT-TN-DELEGATION-93C5837DFCBF
delegation,1161,11,السيجومي,Sijoumi,36.788135,10.162276,ADM3 row / dated 264-delegation research code 1161,ENT-TN-DELEGATION-9BE55C4562EE
delegation,1162,11,الزهور,Ezzouhour,36.795107,10.137316,ADM3 row / dated 264-delegation research code 1162,ENT-TN-DELEGATION-D75198EE6BB5
delegation,1163,11,الحرايرية,El Hrairia,36.785436,10.063863,ADM3 row / dated 264-delegation research code 1163,ENT-TN-DELEGATION-FE081F997DC5
delegation,1164,11,سيدي حسين,Sidi Hassine,36.738499,10.092673,ADM3 row / dated 264-delegation research code 1164,ENT-TN-DELEGATION-1F3317733151
delegation,1165,11,الوردية,El Ouardia,36.770844,10.183144,ADM3 row / dated 264-delegation research code 1165,ENT-TN-DELEGATION-0156C9A906A2
delegation,1166,11,الكبارية,El Kabaria,36.74523,10.188098,ADM3 row / dated 264-delegation research code 1166,ENT-TN-DELEGATION-D592FC6CD4D2
delegation,1167,11,سيدي البشير,Sidi El Béchir,36.784795,10.176494,ADM3 row / dated 264-delegation research code 1167,ENT-TN-DELEGATION-40268C8E9C06
delegation,1168,11,جبل الجلود,Djebel Djelloud,36.766627,10.20539,ADM3 row / dated 264-delegation research code 1168,ENT-TN-DELEGATION-3178EC239E79
delegation,1169,11,حلق الوادي,La Goulette,36.834313,10.27815,ADM3 row / dated 264-delegation research code 1169,ENT-TN-DELEGATION-C93CA450F43B
delegation,1170,11,الكرم,Le Kram,36.850494,10.29629,ADM3 row / dated 264-delegation research code 1170,ENT-TN-DELEGATION-2576985BFCE5
delegation,1171,11,المرسي,La Marsa,36.895871,10.297757,ADM3 row / dated 264-delegation research code 1171,ENT-TN-DELEGATION-3C575B9AF71B
delegation,1251,12,اريانة المدينة,L'Ariana Ville,36.86474,10.169165,ADM3 row / dated 264-delegation research code 1251,ENT-TN-DELEGATION-907386F80604
delegation,1252,12,سكرة,Soukra,36.87812,10.230881,ADM3 row / dated 264-delegation research code 1252,ENT-TN-DELEGATION-2230C03437B2
delegation,1253,12,رواد,Raoued,36.929411,10.170922,ADM3 row / dated 264-delegation research code 1253,ENT-TN-DELEGATION-11CCF21EE571
delegation,1254,12,قلعة الاندلس,Kalaât El Andalous,37.015309,10.129395,ADM3 row / dated 264-delegation research code 1254,ENT-TN-DELEGATION-7D060F057E64
delegation,1255,12,سيدي ثابت,Sidi Thabet,36.90966,10.048566,ADM3 row / dated 264-delegation research code 1255,ENT-TN-DELEGATION-EE9A7B5ED169
delegation,1256,12,حي التضامن,Cité Ettadhamen,36.834476,10.105676,ADM3 row / dated 264-delegation research code 1256,ENT-TN-DELEGATION-4F055D8E4C5F
delegation,1257,12,المنيهلة,El Mnihla,36.864693,10.111847,ADM3 row / dated 264-delegation research code 1257,ENT-TN-DELEGATION-CC185FFE164C
delegation,1351,13,بن عروس,Ben Arous,36.750225,10.225725,ADM3 row / dated 264-delegation research code 1351,ENT-TN-DELEGATION-8460EAF855E4
delegation,1352,13,المدينة الجديدة,La Nouvelle Medina,36.736561,10.246811,ADM3 row / dated 264-delegation research code 1352,ENT-TN-DELEGATION-10DD70515DA0
delegation,1353,13,المروج,El Mourouj,36.718347,10.216022,ADM3 row / dated 264-delegation research code 1353,ENT-TN-DELEGATION-B8BFE8FFB2B8
delegation,1354,13,حمام الانف,Hammam Lif,36.718564,10.336134,ADM3 row / dated 264-delegation research code 1354,ENT-TN-DELEGATION-A6449AC11294
delegation,1355,13,حمام الشط,Hammam Chôtt,36.688766,10.379855,ADM3 row / dated 264-delegation research code 1355,ENT-TN-DELEGATION-19EB9068FDEB
delegation,1356,13,بومهل البساتين,Bou Mhel El Bassatine,36.719439,10.291315,ADM3 row / dated 264-delegation research code 1356,ENT-TN-DELEGATION-06F62E53748D
delegation,1357,13,الزهراء,Ezzahra,36.745388,10.301611,ADM3 row / dated 264-delegation research code 1357,ENT-TN-DELEGATION-0E56BD3D1B3A
delegation,1358,13,رادس,Radès,36.774184,10.275622,ADM3 row / dated 264-delegation research code 1358,ENT-TN-DELEGATION-7667BCFBBD94
delegation,1359,13,مقرين,Megrine,36.774089,10.236606,ADM3 row / dated 264-delegation research code 1359,ENT-TN-DELEGATION-28027896EDDD
delegation,1360,13,المحمدية,Mohamedia,36.648093,10.119325,ADM3 row / dated 264-delegation research code 1360,ENT-TN-DELEGATION-01345A7C882C
delegation,1361,13,فوشانة,Fouchana,36.696524,10.190775,ADM3 row / dated 264-delegation research code 1361,ENT-TN-DELEGATION-678C562CAA1C
delegation,1362,13,مرناق,Mornag,36.59103,10.267423,ADM3 row / dated 264-delegation research code 1362,ENT-TN-DELEGATION-D4FC46D8AB0D
delegation,1451,14,منوبة‬,Mannouba,36.81023,10.08941,ADM3 row / dated 264-delegation research code 1451,ENT-TN-DELEGATION-6334381D4972
delegation,1452,14,دوار هيشر,Douar Hicher,36.833199,10.08298,ADM3 row / dated 264-delegation research code 1452,ENT-TN-DELEGATION-64DB1B613F50
delegation,1453,14,واد الليل,Oued Ellil,36.82789,10.025535,ADM3 row / dated 264-delegation research code 1453,ENT-TN-DELEGATION-9F59B0DA797D
delegation,1454,14,المرناقية,Mornaguia,36.691174,9.975469,ADM3 row / dated 264-delegation research code 1454,ENT-TN-DELEGATION-3DDA099AD6C7
delegation,1455,14,برج العامري,Borj Amri,36.680434,9.853195,ADM3 row / dated 264-delegation research code 1455,ENT-TN-DELEGATION-A8FC78D96A53
delegation,1456,14,الجديدة,Djedeida,36.863034,9.924573,ADM3 row / dated 264-delegation research code 1456,ENT-TN-DELEGATION-2592EE0518F8
delegation,1457,14,طبربة,Tebourba,36.858009,9.746091,ADM3 row / dated 264-delegation research code 1457,ENT-TN-DELEGATION-99CBAA7046B8
delegation,1458,14,البطان,El Battane,36.775488,9.763913,ADM3 row / dated 264-delegation research code 1458,ENT-TN-DELEGATION-8CAB25CD1628
delegation,1551,15,نابل,Nabeul,36.478667,10.680073,ADM3 row / dated 264-delegation research code 1551,ENT-TN-DELEGATION-909BD4DC039A
delegation,1552,15,دار شعبان الفهري,Dar Châabane El Fehri,36.523979,10.701684,ADM3 row / dated 264-delegation research code 1552,ENT-TN-DELEGATION-14077DE6F00B
delegation,1553,15,بني خيار,Beni khiar,36.529081,10.769973,ADM3 row / dated 264-delegation research code 1553,ENT-TN-DELEGATION-00F12985BEC9
delegation,1554,15,قربة,Korba,36.61999,10.808496,ADM3 row / dated 264-delegation research code 1554,ENT-TN-DELEGATION-25551A4A8808
delegation,1555,15,منزل تميم,Menzel Temime,36.805462,10.911295,ADM3 row / dated 264-delegation research code 1555,ENT-TN-DELEGATION-C7B4FEE5AE08
delegation,1556,15,الميدة,El Mida,36.720772,10.84955,ADM3 row / dated 264-delegation research code 1556,ENT-TN-DELEGATION-8CCC58460F99
delegation,1557,15,قليبية,Kelibia,36.878688,11.022608,ADM3 row / dated 264-delegation research code 1557,ENT-TN-DELEGATION-6DD1C12A1852
delegation,1558,15,حمام الغزاز,Hammam El Guezaz,36.932269,11.068747,ADM3 row / dated 264-delegation research code 1558,ENT-TN-DELEGATION-D59DE8736127
delegation,1559,15,الهوارية,El Haouaria,36.956333,10.918232,ADM3 row / dated 264-delegation research code 1559,ENT-TN-DELEGATION-ACB1178786DC
delegation,1560,15,تاكلسة,Takelsa,36.810052,10.683275,ADM3 row / dated 264-delegation research code 1560,ENT-TN-DELEGATION-29092E1ECD11
delegation,1561,15,سليمان,Soliman,36.726138,10.527815,ADM3 row / dated 264-delegation research code 1561,ENT-TN-DELEGATION-4A822090C35C
delegation,1562,15,منزل بوزلفة,Menzel Bouzelfa,36.698163,10.66997,ADM3 row / dated 264-delegation research code 1562,ENT-TN-DELEGATION-4AE753194B10
delegation,1563,15,بني خلاد,Beni Khalled,36.628493,10.63052,ADM3 row / dated 264-delegation research code 1563,ENT-TN-DELEGATION-C12FC68E8013
delegation,1564,15,قرمبالية,Grombalia,36.58735,10.445602,ADM3 row / dated 264-delegation research code 1564,ENT-TN-DELEGATION-8708C7088CBC
delegation,1565,15,بو عرقوب,Bou Argoub,36.530056,10.57926,ADM3 row / dated 264-delegation research code 1565,ENT-TN-DELEGATION-AFCCE19F1CD3
delegation,1566,15,الحمامات,Hammamet,36.432747,10.49413,ADM3 row / dated 264-delegation research code 1566,ENT-TN-DELEGATION-B95D26E1207F
delegation,1651,16,زغوان,Zaghouan,36.414703,10.180613,ADM3 row / dated 264-delegation research code 1651,ENT-TN-DELEGATION-D52472FD9496
delegation,1652,16,الزريبة,Ez-Zeriba,36.307341,10.237372,ADM3 row / dated 264-delegation research code 1652,ENT-TN-DELEGATION-C73B8495072E
delegation,1653,16,بئر مشارقة,Bir Mchergua,36.519217,9.984537,ADM3 row / dated 264-delegation research code 1653,ENT-TN-DELEGATION-FE6A0D05DF67
delegation,1654,16,الفحص,El Fahs,36.290013,9.849893,ADM3 row / dated 264-delegation research code 1654,ENT-TN-DELEGATION-43EBF7A156A6
delegation,1655,16,الناظور,En-Nadhour,36.117378,9.985995,ADM3 row / dated 264-delegation research code 1655,ENT-TN-DELEGATION-ECE5F1EB80F4
delegation,1656,16,صواف,Saouaf,36.207238,10.149527,ADM3 row / dated 264-delegation research code 1656,ENT-TN-DELEGATION-88077D99D243
delegation,1751,17,بنزرت الشمالية,Bizerte Nord,37.33719,9.704058,ADM3 row / dated 264-delegation research code 1751,ENT-TN-DELEGATION-AADE7E444312
delegation,1752,17,جرزونة,Zarzouna,37.25641,9.888663,ADM3 row / dated 264-delegation research code 1752,ENT-TN-DELEGATION-FCEB64E05ED0
delegation,1753,17,بنزرت الجنوبية,Bizerte Sud,37.254292,9.662853,ADM3 row / dated 264-delegation research code 1753,ENT-TN-DELEGATION-529F20CCEFFA
delegation,1754,17,سجنان,Sedjnane,37.141203,9.283659,ADM3 row / dated 264-delegation research code 1754,ENT-TN-DELEGATION-00E4826B36E2
delegation,1755,17,جومين,Djoumine,36.89429,9.397986,ADM3 row / dated 264-delegation research code 1755,ENT-TN-DELEGATION-148C846991C4
delegation,1756,17,ماطر,Mateur,36.983795,9.668903,ADM3 row / dated 264-delegation research code 1756,ENT-TN-DELEGATION-39EFA7D5C92F
delegation,1757,17,غزالة,Ghezala,37.083722,9.488999,ADM3 row / dated 264-delegation research code 1757,ENT-TN-DELEGATION-4021556E2BEF
delegation,1758,17,منزل بورقيبة,Menzel Bourguiba,37.107223,9.844366,ADM3 row / dated 264-delegation research code 1758,ENT-TN-DELEGATION-F3529789545D
delegation,1759,17,تينجة,Tinja,37.119292,9.723297,ADM3 row / dated 264-delegation research code 1759,ENT-TN-DELEGATION-FFE2346B14CF
delegation,1760,17,اوتيك,Utique,37.029973,9.974881,ADM3 row / dated 264-delegation research code 1760,ENT-TN-DELEGATION-920707B361CE
delegation,1761,17,غار الملح,Ghar El Meleh,37.157783,10.102499,ADM3 row / dated 264-delegation research code 1761,ENT-TN-DELEGATION-5E40024695DE
delegation,1762,17,منزل جميل,Menzel Djemil,37.217195,9.946591,ADM3 row / dated 264-delegation research code 1762,ENT-TN-DELEGATION-F7ED1EE6DC53
delegation,1763,17,العالية,El Alia,37.154537,9.99474,ADM3 row / dated 264-delegation research code 1763,ENT-TN-DELEGATION-CB0D8DF8758C
delegation,1764,17,راس الجبل,Ras Djebel,37.217877,10.104954,ADM3 row / dated 264-delegation research code 1764,ENT-TN-DELEGATION-28A3B2254932
delegation,2151,21,باجة الشمالية,Béja Nord,36.800744,9.239162,ADM3 row / dated 264-delegation research code 2151,ENT-TN-DELEGATION-89B5CE300A2D
delegation,2152,21,باجة الجنوبية,Béja Sud,36.643669,9.185231,ADM3 row / dated 264-delegation research code 2152,ENT-TN-DELEGATION-08DFD967FB8E
delegation,2153,21,عمدون,Amdoun,36.792966,9.035551,ADM3 row / dated 264-delegation research code 2153,ENT-TN-DELEGATION-64B47287C7CC
delegation,2154,21,نفزة,Nefza,36.985491,9.067921,ADM3 row / dated 264-delegation research code 2154,ENT-TN-DELEGATION-028DF902ABF9
delegation,2155,21,تبرسق,Teboursouk,36.452781,9.232285,ADM3 row / dated 264-delegation research code 2155,ENT-TN-DELEGATION-A97443748914
delegation,2156,21,تيبار,Tibar,36.507175,9.095985,ADM3 row / dated 264-delegation research code 2156,ENT-TN-DELEGATION-E8E567F03E9D
delegation,2157,21,تستور,Testour,36.583705,9.428344,ADM3 row / dated 264-delegation research code 2157,ENT-TN-DELEGATION-CCDB3F1D6604
delegation,2158,21,قبلاط,Goubellat,36.529259,9.691234,ADM3 row / dated 264-delegation research code 2158,ENT-TN-DELEGATION-E8E2CE15323A
delegation,2159,21,مجاز الباب,Medjez El Bab,36.698458,9.617382,ADM3 row / dated 264-delegation research code 2159,ENT-TN-DELEGATION-34E2240B6A54
delegation,2251,22,جندوبة,Jendouba,36.466592,8.813567,ADM3 row / dated 264-delegation research code 2251,ENT-TN-DELEGATION-819F7F2E27F9
delegation,2252,22,جندوبة الشمالية,Jendouba Nord,36.543177,8.683915,ADM3 row / dated 264-delegation research code 2252,ENT-TN-DELEGATION-A2C2D831ECC0
delegation,2253,22,بوسالم,Bou Salem,36.554059,8.975117,ADM3 row / dated 264-delegation research code 2253,ENT-TN-DELEGATION-997BFDED88CF
delegation,2254,22,طبرقة,Tabarka,36.905861,8.831226,ADM3 row / dated 264-delegation research code 2254,ENT-TN-DELEGATION-0A43143796F7
delegation,2255,22,عين دراهم,Ain Draham,36.779002,8.697776,ADM3 row / dated 264-delegation research code 2255,ENT-TN-DELEGATION-3D8C44AF7D14
delegation,2256,22,فرنانة,Fernana,36.651242,8.646964,ADM3 row / dated 264-delegation research code 2256,ENT-TN-DELEGATION-F12F59DBC46E
delegation,2257,22,غار الدماء,Ghardimaou,36.492625,8.380716,ADM3 row / dated 264-delegation research code 2257,ENT-TN-DELEGATION-36D776E11570
delegation,2258,22,وادي مليز,Oued Meliz,36.464571,8.569912,ADM3 row / dated 264-delegation research code 2258,ENT-TN-DELEGATION-7B1B28620EBA
delegation,2259,22,بلطة بوعوان,Balta - Bou Aouane,36.687633,8.915535,ADM3 row / dated 264-delegation research code 2259,ENT-TN-DELEGATION-A1AD72837943
delegation,2351,23,الكاف الغربية,Kef Ouest,36.147911,8.628346,ADM3 row / dated 264-delegation research code 2351,ENT-TN-DELEGATION-40F8C393FB98
delegation,2352,23,الكاف الشرقية,Kef Est,36.180128,8.871338,ADM3 row / dated 264-delegation research code 2352,ENT-TN-DELEGATION-D4441080949B
delegation,2353,23,نبر,Nebeur,36.324558,8.75785,ADM3 row / dated 264-delegation research code 2353,ENT-TN-DELEGATION-F153AA210A4D
delegation,2354,23,ساقية سيدي يوسف,Sakiet Sidi Youssef,36.179732,8.437737,ADM3 row / dated 264-delegation research code 2354,ENT-TN-DELEGATION-D77747883E55
delegation,2355,23,تاجروين,Tajerouine,35.963203,8.552206,ADM3 row / dated 264-delegation research code 2355,ENT-TN-DELEGATION-FF2BD30691C0
delegation,2356,23,قلعة سنان,Kalâat Snan,35.80175,8.369563,ADM3 row / dated 264-delegation research code 2356,ENT-TN-DELEGATION-C151EAFA4BD1
delegation,2357,23,القلعة الخصباء,Kalâat Khasbah,35.71625,8.534199,ADM3 row / dated 264-delegation research code 2357,ENT-TN-DELEGATION-D2E46DB3C8BC
delegation,2358,23,الجريصة,Djerissa,35.823216,8.648232,ADM3 row / dated 264-delegation research code 2358,ENT-TN-DELEGATION-9D12AE8B04F4
delegation,2359,23,القصور,El Ksour,35.834153,8.95636,ADM3 row / dated 264-delegation research code 2359,ENT-TN-DELEGATION-E3E9C5077EA4
delegation,2360,23,الدهماني,Dahmani,35.949357,8.816239,ADM3 row / dated 264-delegation research code 2360,ENT-TN-DELEGATION-0AAD4BD027D5
delegation,2361,23,السرس,Es-Sers,36.05939,9.004414,ADM3 row / dated 264-delegation research code 2361,ENT-TN-DELEGATION-05E0AB3C372D
delegation,2451,24,سليانة الشمالية,Siliana Nord,36.059858,9.28429,ADM3 row / dated 264-delegation research code 2451,ENT-TN-DELEGATION-BACCAA713057
delegation,2452,24,سليانة الجنوبية,Siliana Sud,35.974011,9.402893,ADM3 row / dated 264-delegation research code 2452,ENT-TN-DELEGATION-37E43863E13C
delegation,2453,24,بوعرادة,Bou Arada,36.321602,9.623149,ADM3 row / dated 264-delegation research code 2453,ENT-TN-DELEGATION-E6F9AC3B6A1F
delegation,2454,24,قعفور,Gaâfour,36.23313,9.343804,ADM3 row / dated 264-delegation research code 2454,ENT-TN-DELEGATION-AF66ED06B9B8
delegation,2455,24,الكريب,El  Krib,36.343114,9.079921,ADM3 row / dated 264-delegation research code 2455,ENT-TN-DELEGATION-27DFBC8894A9
delegation,2456,24,بورويس,Bourouis,36.185595,9.134929,ADM3 row / dated 264-delegation research code 2456,ENT-TN-DELEGATION-5D1C1977A0A6
delegation,2457,24,مكثر,Makthar,35.857787,9.161687,ADM3 row / dated 264-delegation research code 2457,ENT-TN-DELEGATION-78A6B0904A2B
delegation,2458,24,الروحية,Er-Rouhia,35.645877,9.203837,ADM3 row / dated 264-delegation research code 2458,ENT-TN-DELEGATION-2F6C05AAB735
delegation,2459,24,كسري,Kesra,35.790116,9.382059,ADM3 row / dated 264-delegation research code 2459,ENT-TN-DELEGATION-09D1B99F85DC
delegation,2460,24,برقو,Bargou,36.102579,9.616342,ADM3 row / dated 264-delegation research code 2460,ENT-TN-DELEGATION-3CEADA31C198
delegation,2461,24,العروسة,El Aroussa,36.365304,9.460467,ADM3 row / dated 264-delegation research code 2461,ENT-TN-DELEGATION-BE50E5DE6BD2
delegation,3151,31,سوسة المدينة,Sousse Medina,35.838697,10.627492,ADM3 row / dated 264-delegation research code 3151,ENT-TN-DELEGATION-3487617C49DD
delegation,3152,31,سوسة الرياض,Sousse Riadh,35.801631,10.587275,ADM3 row / dated 264-delegation research code 3152,ENT-TN-DELEGATION-F0023FB066A4
delegation,3153,31,سوسة جوهرة,Sousse Jawhara,35.828835,10.610306,ADM3 row / dated 264-delegation research code 3153,ENT-TN-DELEGATION-9D652FC873EB
delegation,3154,31,سوسة سيدي عبد الحميد,Sousse Sidi Abdelhamid,35.79639,10.651663,ADM3 row / dated 264-delegation research code 3154,ENT-TN-DELEGATION-C433D277206E
delegation,3155,31,حمام سوسة,Hammam Sousse,35.870602,10.586657,ADM3 row / dated 264-delegation research code 3155,ENT-TN-DELEGATION-14FA2AE0C064
delegation,3156,31,اكودة,Akouda,35.909734,10.548238,ADM3 row / dated 264-delegation research code 3156,ENT-TN-DELEGATION-5CA39F3BFF07
delegation,3157,31,القلعة الكبري,Kalaâ Kebira,35.869712,10.430094,ADM3 row / dated 264-delegation research code 3157,ENT-TN-DELEGATION-CA29D85670F9
delegation,3158,31,سيدي بو علي,Sidi Bou Ali,35.969459,10.41825,ADM3 row / dated 264-delegation research code 3158,ENT-TN-DELEGATION-498ED0DE384B
delegation,3159,31,هرقلة,Hergla,36.027973,10.453348,ADM3 row / dated 264-delegation research code 3159,ENT-TN-DELEGATION-EF5957AC15F4
delegation,3160,31,النفيضة,Enfidha,36.114105,10.32876,ADM3 row / dated 264-delegation research code 3160,ENT-TN-DELEGATION-AC41B378E3D9
delegation,3161,31,بوفيشة,Bouficha,36.275803,10.424761,ADM3 row / dated 264-delegation research code 3161,ENT-TN-DELEGATION-D06EBCEA26BA
delegation,3162,31,كندار,Kondar,35.916004,10.258225,ADM3 row / dated 264-delegation research code 3162,ENT-TN-DELEGATION-BFF07C1D0C4A
delegation,3163,31,سيدي الهاني,Sidi El Héni,35.711916,10.316621,ADM3 row / dated 264-delegation research code 3163,ENT-TN-DELEGATION-E401587A83A1
delegation,3164,31,مساكن,M'saken,35.697469,10.522393,ADM3 row / dated 264-delegation research code 3164,ENT-TN-DELEGATION-9ADFA1D292D9
delegation,3165,31,القلعة الصغري,Kalaâ Seghira,35.79992,10.476672,ADM3 row / dated 264-delegation research code 3165,ENT-TN-DELEGATION-E8F02D6B4EF9
delegation,3166,31,الزاوية قصيبة الثريات,Zaouia - Ksiba - Thrayet,35.769692,10.631206,ADM3 row / dated 264-delegation research code 3166,ENT-TN-DELEGATION-05AAF8FA23F6
delegation,3251,32,المنستير,Monastir,35.748187,10.78252,ADM3 row / dated 264-delegation research code 3251,ENT-TN-DELEGATION-386953CDE2D6
delegation,3252,32,الوردانين,Ouerdanine,35.699326,10.670813,ADM3 row / dated 264-delegation research code 3252,ENT-TN-DELEGATION-7D47DBFD2C6B
delegation,3253,32,الساحلين,Sahline,35.736751,10.71462,ADM3 row / dated 264-delegation research code 3253,ENT-TN-DELEGATION-B0C081DB1344
delegation,3254,32,زرمدين,Zermadine,35.552134,10.6159,ADM3 row / dated 264-delegation research code 3254,ENT-TN-DELEGATION-EFAC1514C55E
delegation,3255,32,بني حسان,Beni Hassen,35.526995,10.757238,ADM3 row / dated 264-delegation research code 3255,ENT-TN-DELEGATION-00EC6583A4A3
delegation,3256,32,جمال,Jammel,35.616664,10.706246,ADM3 row / dated 264-delegation research code 3256,ENT-TN-DELEGATION-9D23A36B72E1
delegation,3257,32,بنبلة,Bembla,35.682257,10.763826,ADM3 row / dated 264-delegation research code 3257,ENT-TN-DELEGATION-A9FD50013858
delegation,3258,32,المكنين,Moknine,35.53026,10.851063,ADM3 row / dated 264-delegation research code 3258,ENT-TN-DELEGATION-4E58B3CD9CB1
delegation,3259,32,البقالطة,Bekalta,35.600833,11.010795,ADM3 row / dated 264-delegation research code 3259,ENT-TN-DELEGATION-714F4FED1031
delegation,3260,32,طبلبة,Teboulba,35.639918,10.957132,ADM3 row / dated 264-delegation research code 3260,ENT-TN-DELEGATION-BDF031A58E55
delegation,3261,32,قصر هلال,Ksar Helal,35.640739,10.869948,ADM3 row / dated 264-delegation research code 3261,ENT-TN-DELEGATION-6417F8B088EB
delegation,3262,32,قصيبة المديوني,Ksibet El Mediouni,35.65309,10.828667,ADM3 row / dated 264-delegation research code 3262,ENT-TN-DELEGATION-1172E32A37EA
delegation,3263,32,صيادة - لمطة - بوحجر,Sayada-Lamta Bou-Hjar,35.665854,10.888739,ADM3 row / dated 264-delegation research code 3263,ENT-TN-DELEGATION-7F9EBE1F4EA1
delegation,3351,33,المهدية,Mahdia,35.489834,10.96172,ADM3 row / dated 264-delegation research code 3351,ENT-TN-DELEGATION-E56B524C71BE
delegation,3352,33,بومرداس,Bou Merdès,35.427641,10.694526,ADM3 row / dated 264-delegation research code 3352,ENT-TN-DELEGATION-8B2B3E3BDE8C
delegation,3353,33,اولاد شامخ,Ouled Chamekh,35.4567,10.310257,ADM3 row / dated 264-delegation research code 3353,ENT-TN-DELEGATION-1A266F9B008F
delegation,3354,33,شربان,Chorbane,35.219295,10.422603,ADM3 row / dated 264-delegation research code 3354,ENT-TN-DELEGATION-64DEA9083EA0
delegation,3355,33,هبيرة,Hebira,35.271754,10.259811,ADM3 row / dated 264-delegation research code 3355,ENT-TN-DELEGATION-7893E2F13C86
