layer,research_code,parent_research_code,name_ar,name_fr,latitude,longitude,source_locator,existing_entity_id
imada,63569999,6356,بشني ادرجين,Bechni-Eddorjine,33.596311,8.553129,ADM4 row / research sector code 63569999; dated ADM3 parent 6356,
imada,1559375,1559,الهوارية الشمالية,El Haouaria Nord,37.043342,11.027768,ADM4 row / research sector code 1559375; dated ADM3 parent 1559,
imada,1453295,1453,الرياض,Er Riadh,36.827141,9.990353,ADM4 row / research sector code 1453295; dated ADM3 parent 1453,
imada,1453294,1453,السيدة,Es Saida,36.818281,9.977069,ADM4 row / research sector code 1453294; dated ADM3 parent 1453,
imada,1453299,1453,القبعة,El Kobbâa,36.820479,10.061621,ADM4 row / research sector code 1453299; dated ADM3 parent 1453,
imada,1453296,1453,حي الورد,Cité El Ouerd,36.843779,10.006371,ADM4 row / research sector code 1453296; dated ADM3 parent 1453,
imada,1453298,1453,صنهاجة,Sanhaja,36.809523,10.027132,ADM4 row / research sector code 1453298; dated ADM3 parent 1453,
imada,1453293,1453,وادي الليل‬,Oued Ellil,36.83267,10.041513,ADM4 row / research sector code 1453293; dated ADM3 parent 1453,
imada,1559376,1559,الهوارية الجنوبية,El Haouaria Sud,37.001574,11.001896,ADM4 row / research sector code 1559376; dated ADM3 parent 1559,
imada,1451286,1451,قصر سعيد,Ksar - Said,36.815577,10.11114,ADM4 row / research sector code 1451286; dated ADM3 parent 1451,
imada,1559377,1559,صاحب الجبل جنوبية,Saheb El Jebel Nord,36.973522,10.964327,ADM4 row / research sector code 1559377; dated ADM3 parent 1559,
imada,1559378,1559,صاحب الجبل القبلية,Saheb El Jebel Sud,37.023229,10.94361,ADM4 row / research sector code 1559378; dated ADM3 parent 1559,
imada,1558372,1558,دار علوش,Dar Allouch,36.957301,11.061261,ADM4 row / research sector code 1558372; dated ADM3 parent 1558,
imada,1558373,1558,حارة الشعراء,Harat Ech-Choara,36.95999,11.023897,ADM4 row / research sector code 1558373; dated ADM3 parent 1558,
imada,1558371,1558,حمام الغزاز,Hammam El Guezaz,36.884692,11.083057,ADM4 row / research sector code 1558371; dated ADM3 parent 1558,
imada,1558374,1558,وزدرة,Ouezdra,36.895066,11.100163,ADM4 row / research sector code 1558374; dated ADM3 parent 1558,
imada,1456313,1456,شواط,Chaouat,36.908738,9.928627,ADM4 row / research sector code 1456313; dated ADM3 parent 1456,
imada,1559379,1559,بو كريم,Bou Krim,36.950996,10.911454,ADM4 row / research sector code 1559379; dated ADM3 parent 1559,
imada,1559381,1559,تزغران الغربية,Tazaghrane Ouest,36.87823,10.835085,ADM4 row / research sector code 1559381; dated ADM3 parent 1559,
imada,1559382,1559,زاوية المقيز,Zaouiet El Megaiez,36.936442,10.848567,ADM4 row / research sector code 1559382; dated ADM3 parent 1559,
imada,1559380,1559,تزغران الشرقية,Tazaghrane Est,36.900842,10.889788,ADM4 row / research sector code 1559380; dated ADM3 parent 1559,
imada,1456312,1456,الجديدة حشاد,Djedaïda Hached,36.865385,9.930189,ADM4 row / research sector code 1456312; dated ADM3 parent 1456,
imada,1456311,1456,الجديدة,Djedaïda,36.845539,9.914365,ADM4 row / research sector code 1456311; dated ADM3 parent 1456,
imada,1456315,1456,الزهرة,Ez - Zahra,36.822839,9.905199,ADM4 row / research sector code 1456315; dated ADM3 parent 1456,
imada,1456316,1456,الحبيبية,El Habibia,36.809558,9.959908,ADM4 row / research sector code 1456316; dated ADM3 parent 1456,
imada,1456314,1456,المنصورة,El Mansoura,36.78649,9.898902,ADM4 row / research sector code 1456314; dated ADM3 parent 1456,
imada,1557370,1557,قليبية الغربية,Kelibia Ouest,36.828349,11.057096,ADM4 row / research sector code 1557370; dated ADM3 parent 1557,
imada,1557369,1557,قليبية الشرقية,Kelibia Est,36.857479,11.094755,ADM4 row / research sector code 1557369; dated ADM3 parent 1557,
imada,1557367,1557,ملّول,Melloul,36.89934,10.970524,ADM4 row / research sector code 1557367; dated ADM3 parent 1557,
imada,1557368,1557,ازمور,Azmour,36.923148,11.010959,ADM4 row / research sector code 1557368; dated ADM3 parent 1557,
imada,1457317,1457,طبربة,Tebourba,36.822947,9.862475,ADM4 row / research sector code 1457317; dated ADM3 parent 1457,
imada,1457322,1457,الرجاء,Er - Raja,36.845424,9.859526,ADM4 row / research sector code 1457322; dated ADM3 parent 1457,
imada,1457321,1457,احواز طبربة,Banlieue de Tebourba,36.832022,9.825145,ADM4 row / research sector code 1457321; dated ADM3 parent 1457,
imada,1457323,1457,الشويقي,Ech - Chouigui,36.887592,9.807122,ADM4 row / research sector code 1457323; dated ADM3 parent 1457,
imada,1457320,1457,الملاحة,El Mellaha,36.825411,9.608966,ADM4 row / research sector code 1457320; dated ADM3 parent 1457,
imada,1457318,1457,الانصارين,El Ansarine,36.818732,9.684306,ADM4 row / research sector code 1457318; dated ADM3 parent 1457,
imada,1457319,1457,الدخيلة,Edkhila,36.865783,9.697562,ADM4 row / research sector code 1457319; dated ADM3 parent 1457,
imada,1555353,1555,بني عبد العزيز,Beni-Abdelaziz,36.840973,10.976015,ADM4 row / research sector code 1555353; dated ADM3 parent 1555,
imada,1555354,1555,الصقالبة,Skalba,36.794024,10.941102,ADM4 row / research sector code 1555354; dated ADM3 parent 1555,
imada,1555355,1555,علي بلهوان,Ali Belhaouene,36.790932,10.99641,ADM4 row / research sector code 1555355; dated ADM3 parent 1555,
imada,1555356,1555,طيب مهيري,Taieb Mehiri,36.777421,11.00518,ADM4 row / research sector code 1555356; dated ADM3 parent 1555,
imada,1555352,1555,الرعينين,Erainine,36.859736,10.920043,ADM4 row / research sector code 1555352; dated ADM3 parent 1555,
imada,1560386,1560,تاكلسة الشمالية,Takelsa Nord,36.846397,10.632175,ADM4 row / research sector code 1560386; dated ADM3 parent 1560,
imada,1560383,1560,واد العبيد,Oued El Abid,36.854094,10.731651,ADM4 row / research sector code 1560383; dated ADM3 parent 1560,
imada,1560384,1560,بير الزيت,Bir Ezzit,36.789493,10.699545,ADM4 row / research sector code 1560384; dated ADM3 parent 1560,
imada,1560387,1560,تاكلسة الوسطي,Takelsa Centre,36.790616,10.613097,ADM4 row / research sector code 1560387; dated ADM3 parent 1560,
imada,1560385,1560,العريمة,El Arima,36.736253,10.663918,ADM4 row / research sector code 1560385; dated ADM3 parent 1560,
imada,1555351,1555,الوديان,El Ouediane,36.80758,10.819565,ADM4 row / research sector code 1555351; dated ADM3 parent 1555,
imada,1555358,1555,العصفور,El Asfour,36.758012,10.908211,ADM4 row / research sector code 1555358; dated ADM3 parent 1555,
imada,1555357,1555,منزل حر,Menzel Horr,36.740993,10.967685,ADM4 row / research sector code 1555357; dated ADM3 parent 1555,
imada,1555359,1555,لزدين,Lezdine,36.817977,10.888732,ADM4 row / research sector code 1555359; dated ADM3 parent 1555,
imada,1556361,1556,الميدة,El Mida,36.739298,10.850684,ADM4 row / research sector code 1556361; dated ADM3 parent 1556,
imada,1556364,1556,لبنة,Lebna,36.715537,10.92928,ADM4 row / research sector code 1556364; dated ADM3 parent 1556,
imada,1556365,1556,قرشيين,Korchine,36.685346,10.860837,ADM4 row / research sector code 1556365; dated ADM3 parent 1556,
imada,1556363,1556,ام ذويل,Oum Dhouil,36.71471,10.809788,ADM4 row / research sector code 1556363; dated ADM3 parent 1556,
imada,1556362,1556,فرطونة,Fartouna,36.762234,10.777829,ADM4 row / research sector code 1556362; dated ADM3 parent 1556,
imada,1561388,1561,المريسة,El Mraissa,36.774709,10.574925,ADM4 row / research sector code 1561388; dated ADM3 parent 1561,
imada,1561391,1561,سليمان,Soliman,36.718275,10.478329,ADM4 row / research sector code 1561391; dated ADM3 parent 1561,
imada,1561392,1561,سليمان الجنوبية,Soliman Sud,36.693142,10.492198,ADM4 row / research sector code 1561392; dated ADM3 parent 1561,
imada,1458325,1458,برج التومي,Borj Ettoumi,36.760446,9.706405,ADM4 row / research sector code 1458325; dated ADM3 parent 1458,
imada,1562396,1562,منزل بوزلفة الجنوبية,Menzel Bou Zelfa Sud,36.666072,10.631999,ADM4 row / research sector code 1562396; dated ADM3 parent 1562,
imada,1562394,1562,الرحمة,Errahma,36.694823,10.722504,ADM4 row / research sector code 1562394; dated ADM3 parent 1562,
imada,1562393,1562,داموس الهجة,Damous El Hajja,36.736906,10.738473,ADM4 row / research sector code 1562393; dated ADM3 parent 1562,
imada,1562395,1562,منزل بوزلفة الشمالية,Menzel Bou Zelfa Nord,36.694399,10.627709,ADM4 row / research sector code 1562395; dated ADM3 parent 1562,
imada,1562397,1562,منزل بوزلفة الغربية,Menzel Bou Zelfa Ouest,36.708067,10.57722,ADM4 row / research sector code 1562397; dated ADM3 parent 1562,
imada,1458324,1458,البطان,El Battane,36.797192,9.826672,ADM4 row / research sector code 1458324; dated ADM3 parent 1458,
imada,1458327,1458,العروسية,El Aroussia,36.79536,9.749055,ADM4 row / research sector code 1458327; dated ADM3 parent 1458,
imada,1458326,1458,المهرين,Mehrine,36.762844,9.809959,ADM4 row / research sector code 1458326; dated ADM3 parent 1458,
imada,1454306,1454,البساتين,El Bassatine,36.766381,9.940584,ADM4 row / research sector code 1454306; dated ADM3 parent 1454,
imada,1454303,1454,الفجة,El Fejja,36.654732,9.943212,ADM4 row / research sector code 1454303; dated ADM3 parent 1454,
imada,1454304,1454,سيدي علي الحطاب,Sidi Ali El Hattab,36.752885,9.97572,ADM4 row / research sector code 1454304; dated ADM3 parent 1454,
imada,1455310,1455,المساعدين,El Moussadine,36.704275,9.841454,ADM4 row / research sector code 1455310; dated ADM3 parent 1455,
imada,1455307,1455,برج العامري,Borj El Amri,36.729022,9.885338,ADM4 row / research sector code 1455307; dated ADM3 parent 1455,
imada,1455309,1455,برج النور,Borj Ennour,36.689235,9.804019,ADM4 row / research sector code 1455309; dated ADM3 parent 1455,
imada,1455308,1455,منزل حبيب,Menzel Habib,36.638799,9.870258,ADM4 row / research sector code 1455308; dated ADM3 parent 1455,
imada,1454301,1454,20 مارس,20 mars,36.757973,10.000869,ADM4 row / research sector code 1454301; dated ADM3 parent 1454,
imada,14549999,1454,المرناقية الشمالي,Mornaguia Nord,36.754544,10.024161,ADM4 row / research sector code 14549999; dated ADM3 parent 1454,
imada,1454300,1454,المرناقية,Mornaguia,36.771805,10.011055,ADM4 row / research sector code 1454300; dated ADM3 parent 1454,
imada,1454302,1454,بورقبة,Bouragba,36.730196,10.026821,ADM4 row / research sector code 1454302; dated ADM3 parent 1454,
imada,1454305,1454,حميم,HmaIem,36.68397,10.039068,ADM4 row / research sector code 1454305; dated ADM3 parent 1454,
imada,1554350,1554,بو اليدين,Boulidine,36.607788,10.801912,ADM4 row / research sector code 1554350; dated ADM3 parent 1554,
imada,1554343,1554,بن عياش,Beni Ayache,36.661899,10.788237,ADM4 row / research sector code 1554343; dated ADM3 parent 1554,
imada,1554349,1554,بوجريدة,Bou - Jerida,36.605846,10.740864,ADM4 row / research sector code 1554349; dated ADM3 parent 1554,
imada,1554344,1554,قرعة ساسي,Garâet Sassi,36.648292,10.852397,ADM4 row / research sector code 1554344; dated ADM3 parent 1554,
imada,1554345,1554,ديار الحجاج,Diar El Hojaj,36.630485,10.883391,ADM4 row / research sector code 1554345; dated ADM3 parent 1554,
imada,1554346,1554,قربة الشرقية,Korba Est,36.598522,10.853293,ADM4 row / research sector code 1554346; dated ADM3 parent 1554,
imada,1554347,1554,قربة الغربية,Korba Ouest,36.575859,10.83778,ADM4 row / research sector code 1554347; dated ADM3 parent 1554,
imada,1561390,1561,بو شراي,Bou Charray,36.667234,10.522014,ADM4 row / research sector code 1561390; dated ADM3 parent 1561,
imada,1561389,1561,الشريفات,Ech-Cherifet,36.708453,10.537116,ADM4 row / research sector code 1561389; dated ADM3 parent 1561,
imada,1563402,1563,بير دراسن,Bir Drassen,36.625098,10.692057,ADM4 row / research sector code 1563402; dated ADM3 parent 1563,
imada,15639999,1563,بني خلاد الشرقية,Beni Khalled Est,36.651578,10.624401,ADM4 row / research sector code 15639999; dated ADM3 parent 1563,
imada,1563399,1563,بني خلاد الجوفية,Beni Khalled Sud (Toumi),36.629429,10.629211,ADM4 row / research sector code 1563399; dated ADM3 parent 1563,
imada,1563398,1563,بني خلاد الشمالية,Beni Khalled Nord,36.652359,10.580315,ADM4 row / research sector code 1563398; dated ADM3 parent 1563,
imada,1553340,1553,المعمورة,El Maamoura,36.484653,10.812542,ADM4 row / research sector code 1553340; dated ADM3 parent 1553,
imada,1553339,1553,ديار بن سالم,Diar Ben Salem,36.508186,10.793908,ADM4 row / research sector code 1553339; dated ADM3 parent 1553,
imada,1554348,1554,تازركة,Tazerka,36.541663,10.829159,ADM4 row / research sector code 1554348; dated ADM3 parent 1554,
imada,1553338,1553,بني خيار,Beni Khiar,36.507917,10.756626,ADM4 row / research sector code 1553338; dated ADM3 parent 1553,
imada,1553341,1553,صمعة,Somaa,36.553222,10.777977,ADM4 row / research sector code 1553341; dated ADM3 parent 1553,
imada,1553342,1553,حلفة,Halfa,36.576649,10.712707,ADM4 row / research sector code 1553342; dated ADM3 parent 1553,
imada,1551333,1551,الهادي شاكر,Hedi Chaker,36.491244,10.662723,ADM4 row / research sector code 1551333; dated ADM3 parent 1551,
imada,1551329,1551,النور,Ennour,36.475698,10.717675,ADM4 row / research sector code 1551329; dated ADM3 parent 1551,
imada,1551330,1551,بير شلّوف,Bir Challouf,36.461184,10.702703,ADM4 row / research sector code 1551330; dated ADM3 parent 1551,
imada,1551331,1551,نيابوليس,Niapolis,36.441444,10.704308,ADM4 row / research sector code 1551331; dated ADM3 parent 1551,
imada,1551332,1551,الحدائق,El Hadayek,36.448417,10.742556,ADM4 row / research sector code 1551332; dated ADM3 parent 1551,
imada,1551328,1551,الاسواق,El Asouak,36.457765,10.733678,ADM4 row / research sector code 1551328; dated ADM3 parent 1551,
imada,1552337,1552,عمرون,Amroun,36.512541,10.72064,ADM4 row / research sector code 1552337; dated ADM3 parent 1552,
imada,1552334,1552,دار شعبان,Dar Chaabane,36.469809,10.745325,ADM4 row / research sector code 1552334; dated ADM3 parent 1552,
imada,1552335,1552,الفهري,El Fehri,36.45417,10.75884,ADM4 row / research sector code 1552335; dated ADM3 parent 1552,
imada,1552336,1552,الفرينين,El Frinine,36.556794,10.66306,ADM4 row / research sector code 1552336; dated ADM3 parent 1552,
imada,1563400,1563,زاوية الجديدي,Zaouiet Djedidi,36.623945,10.587164,ADM4 row / research sector code 1563400; dated ADM3 parent 1563,
imada,1563401,1563,القبة الكبيرة,Kobba El Kebira,36.601419,10.584883,ADM4 row / research sector code 1563401; dated ADM3 parent 1563,
imada,1565414,1565,برج حفيد,Borj Hefaied,36.494363,10.607198,ADM4 row / research sector code 1565414; dated ADM3 parent 1565,
imada,1565416,1565,بو عرقوب الجنوبية,Bou Argoub Sud,36.500031,10.543738,ADM4 row / research sector code 1565416; dated ADM3 parent 1565,
imada,1565413,1565,المشروحة,El Machrouha,36.528913,10.593841,ADM4 row / research sector code 1565413; dated ADM3 parent 1565,
imada,1565415,1565,بو عرقوب الشمالية,Bou Argoub Nord,36.529331,10.529524,ADM4 row / research sector code 1565415; dated ADM3 parent 1565,
imada,1565412,1565,سيدي الظاهر,Sidi Dhaher,36.553494,10.558195,ADM4 row / research sector code 1565412; dated ADM3 parent 1565,
imada,1565417,1565,بلّي,Belli,36.560339,10.591739,ADM4 row / research sector code 1565417; dated ADM3 parent 1565,
imada,1565418,1565,الخرّوبة,El Kharrouba,36.574023,10.625196,ADM4 row / research sector code 1565418; dated ADM3 parent 1565,
imada,1564409,1564,قرنبالية الغربية,Grombalia Ouest,36.592202,10.467987,ADM4 row / research sector code 1564409; dated ADM3 parent 1564,
imada,1564408,1564,قرنبالية الشرقية,Grombalia Est,36.618329,10.512605,ADM4 row / research sector code 1564408; dated ADM3 parent 1564,
imada,1564406,1564,تركي,Turki,36.569954,10.512642,ADM4 row / research sector code 1564406; dated ADM3 parent 1564,
imada,1564405,1564,نيانو,Nianou,36.601535,10.558941,ADM4 row / research sector code 1564405; dated ADM3 parent 1564,
imada,1566421,1566,بير بورقبة,Bir Bou Regba,36.45282,10.555053,ADM4 row / research sector code 1566421; dated ADM3 parent 1566,
imada,1566423,1566,الحمامات الجوفية,Hammamet Nord,36.435229,10.630341,ADM4 row / research sector code 1566423; dated ADM3 parent 1566,
imada,1566426,1566,المرازقة,Mrezga,36.42199,10.664408,ADM4 row / research sector code 1566426; dated ADM3 parent 1566,
imada,1566424,1566,الحمامات الشرقية,Hammamet Est,36.401197,10.623577,ADM4 row / research sector code 1566424; dated ADM3 parent 1566,
imada,1566425,1566,الحمامات الغربية,Hammamet Ouest,36.410922,10.586444,ADM4 row / research sector code 1566425; dated ADM3 parent 1566,
imada,1566422,1566,براكة الساحل,Baraket Es-Sahel,36.402015,10.536774,ADM4 row / research sector code 1566422; dated ADM3 parent 1566,
imada,15669999,1566,ياسمين الحمامات,Yasmine Hammamet,36.330097,10.510481,ADM4 row / research sector code 15669999; dated ADM3 parent 1566,
imada,1564407,1564,خنقة الحجاج,Khanguet EL Hojjej,36.598218,10.398443,ADM4 row / research sector code 1564407; dated ADM3 parent 1564,
imada,1564404,1564,شماس,Chammes,36.636039,10.470626,ADM4 row / research sector code 1564404; dated ADM3 parent 1564,
imada,1564403,1564,فندق الجديد,Fondouk Djedid,36.666883,10.429365,ADM4 row / research sector code 1564403; dated ADM3 parent 1564,
imada,1564411,1564,عين طبرنق,Aïn Tebournouk,36.536994,10.446905,ADM4 row / research sector code 1564411; dated ADM3 parent 1564,
imada,1564410,1564,جبل طريف,Djebel Terif,36.511737,10.387753,ADM4 row / research sector code 1564410; dated ADM3 parent 1564,
imada,1566419,1566,سيدي الجديدي,Sidi Djedidi,36.424385,10.426758,ADM4 row / research sector code 1566419; dated ADM3 parent 1566,
imada,31611013,3161,السلوم,Esselloum,36.287538,10.475828,ADM4 row / research sector code 31611013; dated ADM3 parent 3161,
imada,31611006,3161,بوفيشة,Bouficha,36.309704,10.453373,ADM4 row / research sector code 31611006; dated ADM3 parent 3161,
imada,31611007,3161,واد الخروب,Oued El Kharroub,36.298883,10.394298,ADM4 row / research sector code 31611007; dated ADM3 parent 3161,
imada,31611008,3161,سيدي خليفة,Sidi Khalifa,36.265926,10.416076,ADM4 row / research sector code 31611008; dated ADM3 parent 3161,
imada,31611011,3161,عين الرحمة,Aïn Errahma,36.222948,10.439437,ADM4 row / research sector code 31611011; dated ADM3 parent 3161,
imada,31611009,3161,الصفحة,Essafha,36.199474,10.354876,ADM4 row / research sector code 31611009; dated ADM3 parent 3161,
imada,31611012,3161,المثاليت,El Methalit,36.192398,10.42032,ADM4 row / research sector code 31611012; dated ADM3 parent 3161,
imada,31611010,3161,سيدي سعيد,Sidi Saïd,36.34844,10.413422,ADM4 row / research sector code 31611010; dated ADM3 parent 3161,
imada,31611014,3161,سيدي مطير,Sidi Mtir,36.355864,10.492697,ADM4 row / research sector code 31611014; dated ADM3 parent 3161,
imada,3160994,3160,الفرادة,El Frada,36.094474,10.322405,ADM4 row / research sector code 3160994; dated ADM3 parent 3160,
imada,31601002,3160,عين مذاكر,Aïn Medhaker,36.185342,10.293152,ADM4 row / research sector code 31601002; dated ADM3 parent 3160,
imada,3160999,3160,تكرونة,Takrouna,36.158445,10.349068,ADM4 row / research sector code 3160999; dated ADM3 parent 3160,
imada,3160998,3160,ولاد عبد الله,Ouled Abdellah,36.150733,10.326677,ADM4 row / research sector code 3160998; dated ADM3 parent 3160,
imada,31601000,3160,منزل فاتح,Menzel Fateh,36.133278,10.320904,ADM4 row / research sector code 31601000; dated ADM3 parent 3160,
imada,3160997,3160,الشقارنية,Chégarnia,36.158566,10.415995,ADM4 row / research sector code 3160997; dated ADM3 parent 3160,
imada,3160993,3160,النفيضة,Enfidha,36.097417,10.404896,ADM4 row / research sector code 3160993; dated ADM3 parent 3160,
imada,32511055,3251,الحلية 2,El Halia 2,35.750107,10.798723,ADM4 row / research sector code 32511055; dated ADM3 parent 3251,
imada,32511054,3251,الحلية,El Helia,35.741706,10.817481,ADM4 row / research sector code 32511054; dated ADM3 parent 3251,
imada,32511053,3251,الربط,Er-Rbat,35.777954,10.824795,ADM4 row / research sector code 32511053; dated ADM3 parent 3251,
imada,32511051,3251,المدينة 2,EL Medina 2,35.757687,10.831964,ADM4 row / research sector code 32511051; dated ADM3 parent 3251,
imada,32511050,3251,المدينة,El Medina,35.769834,10.832945,ADM4 row / research sector code 32511050; dated ADM3 parent 3251,
imada,32511052,3251,باب الغربي,Bab El Gharbi,35.769726,10.818612,ADM4 row / research sector code 32511052; dated ADM3 parent 3251,
imada,32511056,3251,صقانص,Skanes,35.765063,10.753005,ADM4 row / research sector code 32511056; dated ADM3 parent 3251,
imada,32531063,3253,الساحلين الشرقية,Sahline Est,35.735715,10.743201,ADM4 row / research sector code 32531063; dated ADM3 parent 3253,
imada,32531064,3253,الساحلين الغربية,Sahline Ouest,35.755172,10.698154,ADM4 row / research sector code 32531064; dated ADM3 parent 3253,
imada,32531066,3253,معتمر,Mootmar,35.742132,10.681372,ADM4 row / research sector code 32531066; dated ADM3 parent 3253,
imada,32519999,3251,خنيس الشمالية,Khnis Nord,35.723032,10.785804,ADM4 row / research sector code 32519999; dated ADM3 parent 3251,
imada,32511057,3251,خنيس,Khenis,35.702887,10.819397,ADM4 row / research sector code 32511057; dated ADM3 parent 3251,
imada,3159992,3159,السويح,Essouieh,36.035727,10.40915,ADM4 row / research sector code 3159992; dated ADM3 parent 3159,
imada,3159991,3159,العريبات,El Aribet,36.025442,10.46468,ADM4 row / research sector code 3159991; dated ADM3 parent 3159,
imada,3159990,3159,هرقلة,Hergla,36.021695,10.491305,ADM4 row / research sector code 3159990; dated ADM3 parent 3159,
imada,3160995,3160,قريمات الشرقية,Gerimet est,36.0982,10.268458,ADM4 row / research sector code 3160995; dated ADM3 parent 3160,
imada,31601003,3160,هيشر,Hicher,36.123866,10.222139,ADM4 row / research sector code 31601003; dated ADM3 parent 3160,
imada,31601001,3160,القارصي,El Garci,36.146618,10.256242,ADM4 row / research sector code 31601001; dated ADM3 parent 3160,
imada,3160996,3160,قريمات الغربية,Gerimet Ouest,36.068392,10.233985,ADM4 row / research sector code 3160996; dated ADM3 parent 3160,
imada,31601005,3160,مرابط حشاد,Mrabet Hached,36.055073,10.285972,ADM4 row / research sector code 31601005; dated ADM3 parent 3160,
imada,31601004,3160,منزل دار بلواعر,Menzel Dar Belouar,36.033972,10.331982,ADM4 row / research sector code 31601004; dated ADM3 parent 3160,
imada,31621021,3162,اولاد عامر,Ouled Ameur,36.014848,10.284517,ADM4 row / research sector code 31621021; dated ADM3 parent 3162,
imada,31621020,3162,قماطة,Gmata,35.961383,10.331849,ADM4 row / research sector code 31621020; dated ADM3 parent 3162,
imada,31621019,3162,اولاد العابد,Ouled El Abed,35.97922,10.285718,ADM4 row / research sector code 31621019; dated ADM3 parent 3162,
imada,31621015,3162,كندار,Kondar,35.933321,10.290257,ADM4 row / research sector code 31621015; dated ADM3 parent 3162,
imada,31621016,3162,بير الجديد,Bir El Jedid,35.871471,10.206184,ADM4 row / research sector code 31621016; dated ADM3 parent 3162,
imada,31621018,3162,بشاشمة,Bechachma,35.809636,10.193158,ADM4 row / research sector code 31621018; dated ADM3 parent 3162,
imada,3158989,3158,مهاذبة,Mehadhba,35.988631,10.438805,ADM4 row / research sector code 3158989; dated ADM3 parent 3158,
imada,3158988,3158,منزل المحطة,Menzel EL Mahatta,36.002062,10.356926,ADM4 row / research sector code 3158988; dated ADM3 parent 3158,
imada,3158987,3158,وريمة,Ouriemma,35.928342,10.459743,ADM4 row / research sector code 3158987; dated ADM3 parent 3158,
imada,3156975,3156,الفقاعية,El Fokaïa,35.942118,10.523941,ADM4 row / research sector code 3156975; dated ADM3 parent 3156,
imada,3156973,3156,شط مريم,Chott Meriam,35.934113,10.546299,ADM4 row / research sector code 3156973; dated ADM3 parent 3156,
imada,3156976,3156,الطنطانة,Ettantana,35.90969,10.563971,ADM4 row / research sector code 3156976; dated ADM3 parent 3156,
imada,3156972,3156,اكودة الغربية,Akouda Ouest,35.882728,10.557762,ADM4 row / research sector code 3156972; dated ADM3 parent 3156,
imada,3156971,3156,اكودة الشرقية,Akouda Est,35.875736,10.573562,ADM4 row / research sector code 3156971; dated ADM3 parent 3156,
imada,3156974,3156,شط الرمان,Chott Er-Romane,35.853789,10.553179,ADM4 row / research sector code 3156974; dated ADM3 parent 3156,
imada,63532047,6353,الزوايا,Ezzaouaïa,33.999559,8.759407,ADM4 row / research sector code 63532047; dated ADM3 parent 6353,
imada,3155967,3155,القنطاوي,El Kantaoui,35.889248,10.586915,ADM4 row / research sector code 3155967; dated ADM3 parent 3155,
imada,3155968,3155,بير موسي,Bir Moussa,35.865542,10.601326,ADM4 row / research sector code 3155968; dated ADM3 parent 3155,
imada,3155966,3155,المدينة,EL Medina,35.860833,10.589456,ADM4 row / research sector code 3155966; dated ADM3 parent 3155,
imada,3155970,3155,الغرابي,El Gharabi,35.856213,10.583606,ADM4 row / research sector code 3155970; dated ADM3 parent 3155,
imada,3155969,3155,سهلول,Sahloul,35.847823,10.57922,ADM4 row / research sector code 3155969; dated ADM3 parent 3155,
imada,63532046,6353,ام السمعة,Oum Essoumâa,33.965009,8.854035,ADM4 row / research sector code 63532046; dated ADM3 parent 6353,
imada,63532045,6353,بو عبدالله,Bou Abdellah,34.005704,8.980833,ADM4 row / research sector code 63532045; dated ADM3 parent 6353,
imada,63532044,6353,المنشية,El Menchia,33.912691,9.01825,ADM4 row / research sector code 63532044; dated ADM3 parent 6353,
imada,32621117,3262,قصيبة المديوني,Ksibet El Mediouni,35.68614,10.838517,ADM4 row / research sector code 32621117; dated ADM3 parent 3262,
imada,3151950,3151,خزامة,Khezama,35.85299,10.614675,ADM4 row / research sector code 3151950; dated ADM3 parent 3151,
imada,3153957,3153,وادي بليبان,Oued Blibane,35.844095,10.607051,ADM4 row / research sector code 3153957; dated ADM3 parent 3153,
imada,3153961,3153,محمد القروي,Mohamed El Karoui,35.834572,10.624509,ADM4 row / research sector code 3153961; dated ADM3 parent 3153,
imada,3153958,3153,حشاد,Hached,35.828144,10.618064,ADM4 row / research sector code 3153958; dated ADM3 parent 3153,
imada,31539999,3153,سهلول,Sahloul,35.835098,10.597896,ADM4 row / research sector code 31539999; dated ADM3 parent 3153,
imada,3153960,3153,بو حسينة,Bou Hassina,35.820574,10.610273,ADM4 row / research sector code 3153960; dated ADM3 parent 3153,
imada,3153959,3153,الهادي شاكر,Hédi Chaker,35.813011,10.62011,ADM4 row / research sector code 3153959; dated ADM3 parent 3153,
imada,3154962,3154,الطيب المهيري,Taieb Mhiri,35.806356,10.62813,ADM4 row / research sector code 3154962; dated ADM3 parent 3154,
imada,3154963,3154,ابن خلدون,Ibn Khaldoun,35.805589,10.640101,ADM4 row / research sector code 3154963; dated ADM3 parent 3154,
imada,3151948,3151,علي بلهوان,Ali Belhouan,35.815619,10.644243,ADM4 row / research sector code 3151948; dated ADM3 parent 3151,
imada,3151949,3151,محمد معروف,Mohamed Mâarouf,35.82919,10.640091,ADM4 row / research sector code 3151949; dated ADM3 parent 3151,
imada,3154965,3154,سيدي عبد الحميد,Sidi Abdelhamid,35.795076,10.669149,ADM4 row / research sector code 3154965; dated ADM3 parent 3154,
imada,3154964,3154,قصيبة الشط,Ksibet Ech-Chatt,35.788929,10.659974,ADM4 row / research sector code 3154964; dated ADM3 parent 3154,
imada,32531065,3253,سيدي عامر,Sidi Ameur,35.733078,10.699753,ADM4 row / research sector code 32531065; dated ADM3 parent 3253,
imada,32531067,3253,مسجد عيسي,Masjed Aïssa,35.717106,10.718151,ADM4 row / research sector code 32531067; dated ADM3 parent 3253,
